OBJECTID,CONDO_BK,CONDO_PG,BK_PG,DOC_DATE,SQUARE,SUFFIX,REC_LOT,O_LOTS,TAX_LOT,MAT_SSL,MISC,REGIME,REGIME_ID
1042,46,45,46/45,2003-01-03T00:00:00.000Z,1923,,0048,,0835,1923    0835,Lot is covered by Tax Lot 0835,1532,369
1655,28,10,28/10,1981-03-26T00:00:00.000Z,0131,,0053,,,0131    0053,,0002,1808
1818,31,42,31/42,,0110,,0062,,,0110    0062,,2034,653
1718,29,37,29/37,,0110,,0053,,,0110    0053,,2032,651
1844,32,32,32/32,1984-08-13T00:00:00.000Z,5162,,0025,,,5162    0025,,0031,1837
1895,33,50,33/50,1985-02-11T00:00:00.000Z,0151,,0258,,,0151    0258,,2083,702
1088,58,1,58/1,2006-05-19T00:00:00.000Z,5925,,0053,0049,,5925    0053,,1747,582
1340,20,14,20/14,1977-05-27T00:00:00.000Z,4326,,0010,,,4326    0010,,3032,1411
1999,36,47,36/47,,2669,,0042,,,2669    0042,,1240,237
1001,47,39,47/39,2003-07-18T00:00:00.000Z,0653,,0110,"0085,0086,0087,0089,0090,0091",,0653    0110,,2562,1136
1510,24,9,24/9,,0115,,0083,,,0115    0083,,1057,54
1517,24,17,24/17,1980-05-21T00:00:00.000Z,1017,,0083,,,1017    0083,,2363,979
1750,30,11,30/11,1982-05-14T00:00:00.000Z,2555,,0064,,,2555    0064,,1193,190
1477,23,6,23/6,1981-01-28T00:00:00.000Z,0013,,0044,,,0013    0044,,1001,0
1498,23,27,23/27,1979-10-26T00:00:00.000Z,0014,,0048,,,0014    0048,,1003,2
1983,36,26,36/26,,0949,,0061,,,0949    0061,,2344,961
1639,27,39,27/39,1982-07-19T00:00:00.000Z,2555,,0022,,,2555    0022,,1191,188
1628,27,24,27/24,1981-01-22T00:00:00.000Z,1857,,0059,,,1857    0059,,3006,1386
1119,1,6,1/6,1967-01-24T00:00:00.000Z,0546,,0316,,,0546    0316,,2281,898
1953,35,29,35/29,1986-04-18T00:00:00.000Z,0368,,0021,,0801,0368    0801,,2262,880
1683,28,39,28/39,1981-09-23T00:00:00.000Z,0240,,0045,,,0240    0045,,2231,850
1413,21,36,21/36,,1363,,0043,,,1363    0043,,2414,1029
1462,22,44,22/44,,0097,,0087,,,0097    0087,,1051,49
1006,50,50,50/50,2005-01-04T00:00:00.000Z,1039,,0086,"0076,0077,0078,0079,0080,0081,0082,0083,0084,0085,0087,0088,0089,0090,0091,0092,0093,0094,0095,0096",,1039    0086,,2652,1226
1100,1,1,1/1,1965-12-22T00:00:00.000Z,0502,,0186,,,0502    0186,,2273,891
1191,39,38,39/38,,0066,,0075,,,0066    0075,,2017,636
1661,28,16,28/16,1981-09-22T00:00:00.000Z,2218,,0028,,,2218    0028,,1093,90
1950,35,24,35/24,,0156,,0370,,,0156    0370,,2143,762
1017,50,50,50/50,2005-01-04T00:00:00.000Z,1039,,0091,"0076,0077,0078,0079,0080,0081,0082,0083,0084,0085,0086,0087,0088,0089,0090,0092,0093,0094,0095,0096",,1039    0091,,2652,1226
1386,21,11,21/11,1978-12-03T00:00:00.000Z,5670,,0027,,,5670    0027,,1272,267
1091,62,21,62/21,2007-02-21T00:00:00.000Z,6164,,0126,"0125,0127,0128",,6164    0126,,1826,1684
1501,23,27,23/27,1979-10-26T00:00:00.000Z,0014,,0051,,,0014    0051,,1003,2
1808,31,27,31/27,1982-09-27T00:00:00.000Z,0174,,0079,,,0174    0079,,2153,772
1940,35,25,35/25,,2528,,0308,,,2528    0308,,1105,102
1494,22,18,22/18,1979-06-13T00:00:00.000Z,0280,,0028,,,0280    0028,,2253,871
1193,39,40,39/40,1986-07-15T00:00:00.000Z,0014,,0055,,,0014    0055,,1005,4
1345,20,17,20/17,1977-06-15T00:00:00.000Z,5673,,0002,,,5673    0002,,1280,275
1899,34,7,34/7,1985-11-26T00:00:00.000Z,1214,,0029,,,1214    0029,,2390,1005
1115,1,6,1/6,1967-01-24T00:00:00.000Z,0546,,0312,,,0546    0312,,2281,898
1801,31,13,31/13,1982-11-30T00:00:00.000Z,6214,,0013,,,6214    0013,,1291,285
1864,33,14,33/14,1984-02-17T00:00:00.000Z,0133,,0168,,,0133    0168,,2057,676
1687,28,45,28/45,1981-09-21T00:00:00.000Z,2049,,0006,,0803,2049    0803,,1080,77
1281,2,6,2/6,1974-07-17T00:00:00.000Z,5672,,0091,,,5672    0091,,1274,269
1695,29,5,29/5,,0069,,0228,,,0069    0228,,1028,26
1070,54,28,54/28,2005-09-26T00:00:00.000Z,3667,,0057,,,3667    0057,AMENDED 9/30/2005,3089,1464
1647,27,47,27/47,1981-09-22T00:00:00.000Z,0208,,0073,,,0208    0073,,2219,838
1190,39,37,39/37,,0178,,0089,,,0178    0089,,2171,790
1081,62,5,62/5,2007-03-08T00:00:00.000Z,5592,,0041,,,5592    0041,,1830,1680
1125,1,12,1/12,1973-06-07T00:00:00.000Z,1977,,0025,,,1977    0025,,3012,1392
1874,33,25,33/25,1984-07-10T00:00:00.000Z,0894,,0042,,,0894    0042,,2337,954
1798,31,9,31/9,1982-12-13T00:00:00.000Z,2540,,0290,,,2540    0290,,1126,123
1937,35,9,35/9,1986-04-11T00:00:00.000Z,0756,,0050,,,0756    0050,,2290,907
1865,33,15,33/15,1984-08-21T00:00:00.000Z,0839,,0063,,,0839    0063,,2320,937
1005,47,39,47/39,2003-07-18T00:00:00.000Z,0653,,0091,"0085,0086,0087,0089,0090,0110",,0653    0091,,2562,1136
1186,39,31,39/31,,1231,,0141,,,1231    0141,,2394,1009
1783,30,42,30/42,1982-08-16T00:00:00.000Z,2553,,0074,,,2553    0074,,1179,176
1147,38,38,38/38,,2551,,0079,,,2551    0079,,1167,164
1550,26,1,26/1,1980-07-25T00:00:00.000Z,0155,,0232,,,0155    0232,,2129,748
1237,40,41,40/41,1992-08-04T00:00:00.000Z,5056,,0039,,,5056    0039,,3033,2039
1166,39,9,39/9,,0152,,0083,,,0152    0083,,2102,721
1424,22,8,22/8,1979-05-25T00:00:00.000Z,1857,,0063,,,1857    0063,,3006,1386
1309,4,1,4/1,1074-11-20T00:00:00.000Z,2545,,0024,,,2545    0024,,1138,135
1672,28,30,28/30,1982-06-24T00:00:00.000Z,0151,,0220,,,0151    0220,,2077,696
1253,41,12,41/12,,0150,,0306,,,0150    0306,,2065,684
1524,25,1,25/1,1980-05-22T00:00:00.000Z,0242,N,0029,,,0242N   0029,,2240,858
1206,39,50,39/50,,2552,,0070,,,2552    0070,,1174,171
1292,3,4,3/4,1974-12-17T00:00:00.000Z,5672,,0086,,,5672    0086,,1275,270
1258,41,20,41/20,1993-09-30T00:00:00.000Z,0239,,0131,,,0239    0131,,0007,1813
1975,36,10,36/10,,2546,,0025,,,2546    0025,,1142,139
1136,2,3,2/3,1974-04-17T00:00:00.000Z,1282,,0264,,,1282    0264,,2401,1016
1794,31,4,31/4,1982-10-20T00:00:00.000Z,0758,,0050,,,0758    0050,,2293,910
1551,26,2,26/2,,0028,,0166,,,0028    0166,,2010,629
1334,20,10,20/10,1977-03-11T00:00:00.000Z,0155,,0228,,,0155    0228,,2124,743
1153,38,45,38/45,,1299,,0253,"0254,0255",0917,1299    0917,,1060,57
1266,41,28,41/28,,1036,,0142,,,1036    0142,,2369,985
1863,33,11,33/11,1984-02-02T00:00:00.000Z,0157,,0114,,,0157    0114,,2152,771
1689,28,47,28/47,1981-09-21T00:00:00.000Z,0154,,0041,,,0154    0041,,2117,736
1859,33,7,33/7,1984-02-06T00:00:00.000Z,0155,,0248,,,0155    0248,,2134,753
1548,25,24,25/24,1980-07-10T00:00:00.000Z,1086,,0070,,,1086    0070,,2377,993
1839,32,20,32/20,1983-08-11T00:00:00.000Z,6095,,0037,,,6095    0037,,1287,281
1134,1,16,1/16,,1264,E,0027,,,1264E   0027,,2396,1011
1823,31,47,31/47,1982-12-13T00:00:00.000Z,0132,,0209,,,0132    0209,,2048,667
1656,28,11,28/11,1981-09-21T00:00:00.000Z,0871,,0033,,,0871    0033,,2333,950
1329,20,6,20/6,1977-01-21T00:00:00.000Z,5673,,0016,,,5673    0016,,1279,274
1760,30,23,30/23,1982-05-14T00:00:00.000Z,0986,,0044,,,0986    0044,,2355,971
1040,46,45,46/45,2003-01-03T00:00:00.000Z,1923,,0007,,0813,1923    0813,Lot is covered by Tax Lot 0813,1532,369
1433,22,20,22/20,,0110,,0061,,,0110    0061,,2033,652
1941,35,12,35/12,,0111,,0080,,,0111    0080,,2038,657
1097,1,1,1/1,1965-12-22T00:00:00.000Z,0502,,0183,,,0502    0183,,2273,891
1160,39,3,39/3,,0152,,0196,,,0152    0196,,2101,720
1667,28,23,28/23,1981-09-21T00:00:00.000Z,0369,,0039,,,0369    0039,,2449,1055
1788,30,47,30/47,1987-07-22T00:00:00.000Z,1283,,0067,,,1283    0067,,2405,1020
1250,41,8,41/8,,0092,,0055,,,0092    0055,,2022,641
1389,21,12,21/12,1978-07-03T00:00:00.000Z,1809,,0015,,,1809    0015,,1070,67
1148,38,39,38/39,,0194,,0057,,,0194    0057,,2207,826
1500,23,27,23/27,1979-10-26T00:00:00.000Z,0014,,0050,,,0014    0050,,1003,2
1835,32,13,32/13,1983-08-10T00:00:00.000Z,0860,,0232,,,0860    0232,,2324,941
1214,40,10,40/10,,2566,,0100,,,2566    0100,,1208,205
1203,39,48,39/48,,0237,,0004,,,0237    0004,,2228,847
1591,26,38,26/38,1980-10-02T00:00:00.000Z,0110,,0057,,,0110    0057,,0032,1839
1829,32,3,32/3,1982-12-30T00:00:00.000Z,2596,,1056,,,2596    1056,,1221,218
1196,39,43,39/43,,0096,,0103,,,0096    0103,,1050,48
1571,26,23,26/23,1981-01-08T00:00:00.000Z,0155,,0050,"0051,0052,0053,0054,0055,0056",0831,0155    0831,,2131,750
1455,23,4,23/4,1980-03-11T00:00:00.000Z,2906,,0080,,,2906    0080,,1250,246
1260,41,22,41/22,,0755,,0035,,,0755    0035,,2288,905
1391,21,14,21/14,1978-12-03T00:00:00.000Z,5670,,0028,,,5670    0028,,1272,267
1729,29,41,29/41,,1821,,0002,,,1821    0002,,1657,494
1916,34,28,34/28,1985-07-09T00:00:00.000Z,1300,,0563,,,1300    0563,,0019,1825
1521,24,22,24/22,1980-05-22T00:00:00.000Z,0151,,0191,,,0151    0191,,2068,687
1016,50,50,50/50,2005-01-04T00:00:00.000Z,1039,,0077,"0076,0078,0079,0080,0081,0082,0083,0084,0085,0086,0087,0088,0089,0090,0091,0092,0093,0094,0095,0096",,1039    0077,,2652,1226
1784,30,43,30/43,,0096,,0101,,,0096    0101,,1046,44
1325,20,2,20/2,1976-11-01T00:00:00.000Z,5673,,0018,,,5673    0018,,1279,274
1505,23,49,23/49,1981-10-08T00:00:00.000Z,0835,,0047,,,0835    0047,,2319,936
1615,27,14,27/14,1981-01-26T00:00:00.000Z,2541,,0032,,,2541    0032,,1133,130
1272,41,40,41/40,,0154,,0004,,,0154    0004,,2122,741
1425,22,9,22/9,1979-06-13T00:00:00.000Z,2547,,0040,,,2547    0040,,1147,144
1341,20,15,20/15,1977-05-27T00:00:00.000Z,4326,,0011,,,4326    0011,,3032,1411
1612,27,12,27/12,1980-12-08T00:00:00.000Z,1820,,0010,,,1820    0010,,1066,63
1357,20,28,20/28,1977-11-04T00:00:00.000Z,5673,,0003,,,5673    0003,,1280,275
1579,26,25,26/25,1981-02-02T00:00:00.000Z,2609,,0694,,,2609    0694,,1227,224
1335,20,11,20/11,1977-05-23T00:00:00.000Z,2554,,0005,,,2554    0005,,1182,179
1967,36,1,36/1,1986-09-16T00:00:00.000Z,0873,,0113,,0832,0873    0832,,2336,953
1361,20,30,20/30,1978-12-02T00:00:00.000Z,0314,,0048,,,0314    0048,,2521,1096
1128,1,13,1/13,1973-08-15T00:00:00.000Z,0540,,0114,,,0540    0114,,2279,897
1773,30,29,30/29,1982-07-20T00:00:00.000Z,0132,,0208,,,0132    0208,,2046,665
1512,24,11,24/11,1980-06-24T00:00:00.000Z,2215,,0003,,,2215    0003,,1091,88
1604,27,4,27/4,1981-01-05T00:00:00.000Z,0195,,0147,,,0195    0147,,2211,830
1693,29,8,29/8,1981-10-08T00:00:00.000Z,0151,,0019,,,0151    0019,,2074,693
1113,1,6,1/6,1967-01-24T00:00:00.000Z,0546,,0310,,,0546    0310,,2281,898
1739,29,44,29/44,1982-02-26T00:00:00.000Z,1057,,0033,,0804,1057    0804,,2645,1219
1276,41,44,41/44,,6239,,0073,,,6239    0073,,1294,288
1934,35,5,35/5,1986-03-17T00:00:00.000Z,0157,,0099,,,0157    0099,,4018,1509
1690,28,48,28/48,1981-12-17T00:00:00.000Z,1245,,0164,,,1245    0164,,2457,1062
1660,28,15,28/15,1981-08-25T00:00:00.000Z,1190,,0076,,0841,1190    0841,,2385,1000
1724,31,12,31/12,1982-12-03T00:00:00.000Z,1798,,0017,,,1798    0017,,1066,63
1752,30,12,30/12,1982-05-17T00:00:00.000Z,2547,,0035,,,2547    0035,,1149,146
1854,32,47,32/47,1983-12-28T00:00:00.000Z,0151,,0178,,,0151    0178,,2081,700
1870,33,20,33/20,1984-05-25T00:00:00.000Z,3642,,0058,,,3642    0058,,3022,1402
1204,39,48,39/48,,0237,,0005,,,0237    0005,,2228,847
1133,1,15,1/15,1973-10-16T00:00:00.000Z,1717,,0003,,,1717    0003,,1064,61
1994,36,42,36/42,,0072,,0035,,,0072    0035,,1043,41
1019,50,50,50/50,2005-01-04T00:00:00.000Z,1039,,0079,"0076,0077,0078,0080,0081,0082,0083,0084,0085,0086,0087,0088,0089,0090,0091,0092,0093,0094,0095,0096",,1039    0079,,2652,1226
1948,35,22,35/22,,0156,,0297,,,0156    0297,,2141,760
1824,31,48,31/48,1983-08-08T00:00:00.000Z,0207,,0108,,,0207    0108,,2516,1092
1259,41,21,41/21,,2692,,0050,,,2692    0050,,1245,242
1511,24,10,24/10,1980-01-03T00:00:00.000Z,0067,,0061,,,0067    0061,,1019,17
1662,28,18,28/18,1981-09-21T00:00:00.000Z,1206,,0041,,0833,1206    0833,,2388,1003
1943,35,16,35/16,,0176,,0079,,,0176    0079,,2163,782
1791,31,1,31/1,1982-08-02T00:00:00.000Z,1659,,0002,,,1659    0002,,0020,1826
1056,53,41,53/41,2005-08-17T00:00:00.000Z,2865,,0068,,0807,2865    0807,,1641,478
1877,33,29,33/29,1984-08-17T00:00:00.000Z,0190,,0127,,,0190    0127,,2186,805
1832,32,10,32/10,1983-08-10T00:00:00.000Z,2555,,0002,,,2555    0002,,1194,191
1293,3,4,3/4,1974-12-17T00:00:00.000Z,5672,,0087,,,5672    0087,,1275,270
1460,22,42,22/42,1979-07-31T00:00:00.000Z,0194,,0061,,,0194    0061,,2205,824
1658,28,12,28/12,1981-09-21T00:00:00.000Z,1046,,0139,,,1046    0139,,2370,986
1028,50,12,50/12,2005-01-18T00:00:00.000Z,1043,,0160,,,1043    0160,,2654,1228
1594,26,42,26/42,1981-01-02T00:00:00.000Z,0151,,0201,,,0151    0201,,2073,692
1646,27,46,27/46,1981-09-21T00:00:00.000Z,1986,,0011,,,1986    0011,,0024,1830
1473,23,4,23/4,1980-03-11T00:00:00.000Z,2906,,0082,,,2906    0082,,1250,246
1471,23,4,23/4,1980-03-11T00:00:00.000Z,2906,,0075,,,2906    0075,,1250,246
1029,50,12,50/12,2005-01-18T00:00:00.000Z,1043,,0159,,,1043    0159,,2654,1228
1976,36,12,36/12,,2548,,0029,,,2548    0029,,1153,150
173,49,16,49/16,2004-03-31T00:00:00.000Z,0238,,0076,,,0238    0076,,2593,1167
280,65,47,65/47,2008-02-06T00:00:00.000Z,4547,,0026,,,4547    0026,,2896,1783
398,69,6,69/6,2008-09-30T00:00:00.000Z,1043,,0164,,,1043    0164,,2944,2031
140,48,16,48/16,2003-11-21T00:00:00.000Z,5316,,0031,,0812,5316    0812,,1554,391
975,46,47,46/47,2003-01-13T00:00:00.000Z,0653,,0102,"0076,0077,0078,0079,0080,0081,0082,0083,0084,0085,0086,0087,0088,0089,0090,0091,0092,0093,0094,0095,0096,0097,0098,0099,0100,0101,0103,0104,0105,0106,0107,0108",,0653    0102,,2562,1136
613,56,1,56/1,2006-01-09T00:00:00.000Z,0475,,0039,,,0475    0039,,2724,1298
131,48,24,48/24,2003-11-17T00:00:00.000Z,0274,,0076,,,0274    0076,,2597,1171
464,52,3,52/3,2005-03-31T00:00:00.000Z,2908,,0065,,,2908    0065,,1616,453
917,62,13,62/13,2007-03-16T00:00:00.000Z,3098,,0063,,,3098    0063,,1834,1676
874,60,45,60/45,2007-01-05T00:00:00.000Z,0989,,0073,,,0989    0073,,2823,1526
96,47,35,47/35,2003-06-20T00:00:00.000Z,2848,,0075,,,2848    0075,,1519,356
939,63,3,63/3,2007-03-29T00:00:00.000Z,3115,,0045,,,3115    0045,,1855,1655
23,51,33,51/33,2004-12-06T00:00:00.000Z,1189,,0088,,,1189    0088,,2571,1145
446,52,38,52/38,2005-03-28T00:00:00.000Z,0245,,0032,,,0245    0032,AMENDED,2660,1234
331,67,30,67/30,2008-05-02T00:00:00.000Z,0829,,0013,,,0829    0013,,2888,1775
709,58,1,58/1,2006-05-19T00:00:00.000Z,5925,,0049,0053,,5925    0049,,1747,582
393,68,45,68/45,2008-09-29T00:00:00.000Z,4052,,0108,,,4052    0108,Tax Lot 849 killed (2007-2011) on 4/4/2011,1969,2017
420,51,16,51/16,2005-02-03T00:00:00.000Z,0514,,0093,,,0514    0093,Condos 2014-2017 killed by tax lot 868 on 6/26/2013,2667,1241
803,60,8,60/8,2006-09-28T00:00:00.000Z,2676,,0666,"0665,0667",,2676    0666,,1757,592
367,67,43,67/43,2008-07-25T00:00:00.000Z,1053,,0116,,,1053    0116,,2925,1860
392,68,35,68/35,2008-09-25T00:00:00.000Z,2893,,0115,,,2893    0115,,1971,1998
647,56,5,56/5,2006-03-03T00:00:00.000Z,4057,,0212,,,4057    0212,,1703,540
549,53,17,53/17,2005-09-29T00:00:00.000Z,0193,,0152,,,0193    0152,INSTRUMENT #'S AMENDED 10/12/2005,2708,1282
969,46,47,46/47,2003-01-13T00:00:00.000Z,0653,,0088,"0076,0077,0078,0079,0080,0081,0082,0083,0084,0085,0086,0087,0089,0090,0091,0092,0093,0094,0095,0096,0097,0098,0099,0100,0101,0102,0103,0104,0105,0106,0107,0108",,0653    0088,,2562,1136
534,52,29,52/29,2005-08-05T00:00:00.000Z,2795,,0030,,,2795    0030,,3084,1459
638,57,8,57/8,2006-02-22T00:00:00.000Z,2865,,0040,,,2865    0040,,1689,526
864,61,40,61/40,2006-12-26T00:00:00.000Z,3953,,0025,,,3953    0025,,1789,1721
56,46,42,46/42,2003-02-25T00:00:00.000Z,1096,,0056,,,1096    0056,,2563,1137
906,62,30,62/30,2007-02-27T00:00:00.000Z,4027,,0043,,,4027    0043,,1829,1681
945,62,38,62/38,2007-03-30T00:00:00.000Z,0783,,0046,,,0783    0046,,2842,1545
8,49,12,49/12,2004-02-11T00:00:00.000Z,0653,,0108,,,0653    0108,PHASE IV,2562,1136
388,68,33,68/33,2008-09-24T00:00:00.000Z,3208,,0075,,,3208    0075,,3167,2006
875,61,39,61/39,2007-01-05T00:00:00.000Z,3238,,0041,,,3238    0041,,3120,1585
893,61,41,61/41,2007-02-02T00:00:00.000Z,5044,,0013,,,5044    0013,,3122,1587
324,67,10,67/10,2008-03-31T00:00:00.000Z,0514,,0049,"0048,0050",0827,0514    0049,Lot is covered by Tax Lot 0827,2906,1793
952,63,5,63/5,2007-03-30T00:00:00.000Z,1047,,0101,,,1047    0101,,2372,988
715,59,1,59/1,2006-05-23T00:00:00.000Z,3155,,0057,,,3155    0057,,3109,1484
596,55,23,55/23,2005-12-15T00:00:00.000Z,2863,,0070,,,2863    0070,,1679,516
236,49,39,49/39,2004-09-22T00:00:00.000Z,0618,,0060,,,0618    0060,,2639,1213
956,57,20,57/20,2006-03-31T00:00:00.000Z,0155,,0230,,,0155    0230,,2128,747
350,67,48,67/48,2008-06-19T00:00:00.000Z,2861,,0080,,,2861    0080,,1945,1992
933,62,46,62/46,2007-03-26T00:00:00.000Z,0491,,0034,,,0491    0034,,3139,1603
841,61,3,61/3,2006-12-04T00:00:00.000Z,5950,,0026,,,5950    0026,,1810,1700
330,67,29,67/29,2008-05-02T00:00:00.000Z,0751,,0013,,0801,0751    0801,Part of Lot is covered by Tax Lot 0801,2918,1853
382,68,47,68/47,2008-09-17T00:00:00.000Z,1171,,0082,,0811,1171    0811,Part of Lot is covered by Tax Lot 0811 - AMENDED,2893,1780
862,60,36,60/36,2006-12-20T00:00:00.000Z,2860,,0083,,,2860    0083,,1803,1707
362,67,41,67/41,2008-07-24T00:00:00.000Z,3509,,0014,,,3509    0014,,1949,2012
916,60,27,60/27,2007-03-16T00:00:00.000Z,6165,,0058,,,6165    0058,,1841,1669
231,50,35,50/35,2004-09-21T00:00:00.000Z,2621,,0797,,,2621    0797,,1580,417
954,62,36,62/36,2007-03-30T00:00:00.000Z,2696,,0012,,0813,2696    0813,,1847,1663
144,48,39,48/39,2003-11-28T00:00:00.000Z,2686,,0619,,,2686    0619,,1544,381
300,66,25,66/25,2008-03-05T00:00:00.000Z,2678,,0004,,,2678    0004,,1916,1746
847,61,11,61/11,2006-12-04T00:00:00.000Z,3566,,0079,,,3566    0079,,1815,1695
163,49,1,49/1,2004-02-05T00:00:00.000Z,3110,,0135,,,3110    0135,,1552,389
884,62,1,62/1,2007-01-23T00:00:00.000Z,5627,,0112,,,5627    0112,,1831,1679
702,58,3,58/3,2006-05-17T00:00:00.000Z,6214,,0016,,,6214    0016,,1725,560
960,46,34,46/34,2002-11-29T00:00:00.000Z,0281,,000E,"000B,000C,000D",0831,0281    000E,,2557,1131
816,60,7,60/7,2006-09-30T00:00:00.000Z,6154,,0070,,,6154    0070,,1772,607
479,52,12,52/12,2005-05-19T00:00:00.000Z,2662,,0208,,,2662    0208,,1623,460
713,58,19,58/19,2006-05-23T00:00:00.000Z,1056,,0091,,,1056    0091,,2767,1341
669,57,45,57/45,2005-03-31T00:00:00.000Z,0309,,0009,,,0309    0009,AMENDED 5/2/06,2752,1326
684,57,41,57/41,2006-03-31T00:00:00.000Z,5093,,0204,,,5093    0204,,3103,1478
191,49,34,49/34,2004-06-02T00:00:00.000Z,2671,,1056,,,2671    1056,,1566,403
354,67,38,67/38,2008-06-24T00:00:00.000Z,3281,,0034,,,3281    0034,,3164,2007
963,62,26,62/26,2007-02-21T00:00:00.000Z,0444,,0172,,,0444    0172,,2826,1529
965,51,26,51/26,2004-11-29T00:00:00.000Z,0455,,0050,"0840,7000",0841,0455    0841,Part of Lot is covered by Tax Lots 0840 & 0841 & Air Lot 7000,3075,1451
531,54,4,54/4,2005-08-01T00:00:00.000Z,0833,,0041,,,0833    0041,,2715,1289
815,60,29,60/29,2006-09-30T00:00:00.000Z,2992,,0021,,,2992    0021,,3117,1492
753,58,40,58/40,2006-07-27T00:00:00.000Z,0153,,0132,,,0153    0132,,2778,1352
386,68,37,68/37,2008-09-22T00:00:00.000Z,3389,,0133,,,3389    0133,,3166,2008
516,54,12,54/12,2005-07-18T00:00:00.000Z,0178,,0056,,,0178    0056,,2683,1257
223,50,40,50/40,2004-09-07T00:00:00.000Z,2565,,0028,,,2565    0028,,1581,418
326,65,31,65/31,2008-03-31T00:00:00.000Z,2565,,0041,,,2565    0041,,1931,1760
15,50,48,50/48,2004-11-22T00:00:00.000Z,0155,,0249,,,0155    0249,,2592,1166
271,63,12,63/12,2007-08-21T00:00:00.000Z,1045,,0138,"7000,7001,7004,7005,7006,7007,7009,0843,0844,0845",0842,1045    0842,"Tax Lots 0842 - 0845 & Air Lots 7000, 7001, 7004 - 7007, 7009 - *AMENDED 9/17/2007",2860,1563
910,62,44,62/44,2007-03-06T00:00:00.000Z,5627,,0112,,,5627    0112,,1831,1679
416,66,18,66/18,2008-02-06T00:00:00.000Z,2554,,0095,0094,,2554    0095,CONDOS CANCELLED,1433,9999
187,49,42,49/42,2004-05-18T00:00:00.000Z,3207,,0086,,,3207    0086,,3062,1438
246,50,43,50/43,2004-10-14T00:00:00.000Z,2068,,0091,,,2068    0091,,1510,347
584,54,41,54/41,2005-11-30T00:00:00.000Z,5956,,0027,,,5956    0027,,1677,514
725,58,41,58/41,2006-06-14T00:00:00.000Z,5093,,0204,,,5093    0204,FIRST AMENDED,3103,1478
41,51,34,51/34,2005-01-18T00:00:00.000Z,0239,,0059,,,0239    0059,,2658,1232
871,61,18,61/18,2007-01-04T00:00:00.000Z,2670,,0040,,,2670    0040,,1798,1712
407,67,12,67/12,2008-09-30T00:00:00.000Z,2553,,0077,,,2553    0077,,1180,177
18,51,26,51/26,2004-11-29T00:00:00.000Z,0455,,0050,"0841,7000",0840,0455    0840,Part of Lot is covered by Tax Lots 0840 & 0841 & Air Lot 7000,3075,1451
480,53,11,53/11,2005-05-19T00:00:00.000Z,3633,,0001,,,3633    0001,,3081,1456
592,55,41,55/41,2005-12-08T00:00:00.000Z,3112,,0090,,,3112    0090,,1671,508
470,52,49,52/49,2005-04-27T00:00:00.000Z,2854,,0062,,,2854    0062,,1628,465
273,69,47,69/47,2009-01-09T00:00:00.000Z,4055,,0241,,,4055    0241,,1975,2018
944,62,6,62/6,2007-03-30T00:00:00.000Z,3556,,0114,,,3556    0114,,3133,1597
229,50,33,50/33,2004-09-21T00:00:00.000Z,2621,,0795,,,2621    0795,,1580,417
902,62,26,62/26,2007-02-21T00:00:00.000Z,0444,,0171,,,0444    0171,,2826,1529
777,59,15,59/15,2006-08-24T00:00:00.000Z,3113,,0080,,,3113    0080,,1765,600
612,55,28,55/28,2006-01-09T00:00:00.000Z,3036,,0110,,,3036    0110,,1668,505
494,53,45,53/45,2005-06-10T00:00:00.000Z,0442,,0112,,,0442    0112,,2680,1254
601,55,15,55/15,2005-12-19T00:00:00.000Z,4523,,0090,0091,0807,4523    0807,Lot is covered by Tax Lot 0807,2737,1311
201,49,40,49/40,2004-07-26T00:00:00.000Z,0111,,0044,,,0111    0044,,2623,1197
636,56,12,56/12,2006-02-17T00:00:00.000Z,2866,,0090,,,2866    0090,,1690,527
918,62,14,62/14,2007-03-16T00:00:00.000Z,4545,,0143,,,4545    0143,,2835,1538
101,47,39,47/39,2003-07-18T00:00:00.000Z,0653,,0090,"0085,0086,0087,0089,0091,0110",,0653    0090,,2562,1136
581,56,6,56/6,2005-11-22T00:00:00.000Z,1819,,0004,,,1819    0004,Part of Lot is covered - FIRST AMENDED,1658,495
928,62,35,62/35,2007-03-21T00:00:00.000Z,2850,,0195,,,2850    0195,,1832,1678
751,57,15,57/15,2006-07-25T00:00:00.000Z,3107,,0049,,,3107    0049,,1734,569
316,67,7,67/7,2008-03-31T00:00:00.000Z,1007,,0116,,,1007    0116,,2909,1796
250,51,4,51/4,2004-11-09T00:00:00.000Z,0209,,0106,,,0209    0106,AMENDED 9/30/2005,2646,1220
3,49,12,49/12,2004-02-11T00:00:00.000Z,0653,,0103,,,0653    0103,PHASE IV,2562,1136
976,46,47,46/47,2003-01-13T00:00:00.000Z,0653,,0086,"0076,0077,0078,0079,0080,0081,0082,0083,0084,0085,0087,0088,0089,0090,0091,0092,0093,0094,0095,0096,0097,0098,0099,0100,0101,0102,0103,0104,0105,0106,0107,0108",,0653    0086,,2562,1136
719,58,30,58/30,2006-05-31T00:00:00.000Z,0950,,0096,,,0950    0096,,2768,1342
698,57,42,57/42,2006-05-09T00:00:00.000Z,0514,,0086,,,0514    0086,,2782,1356
488,52,41,52/41,2005-05-24T00:00:00.000Z,2563,,0108,,,2563    0108,,1619,456
830,59,38,59/38,2006-11-13T00:00:00.000Z,2664,,0024,,,2664    0024,,1784,1726
